▁i ▁was ▁in ▁ago n y ▁.	▁我 在 快 苦 ▁。 在 在 在 在 在 在 在 在 在 在
▁not ▁so ▁good ▁, ▁is ▁it ▁?	▁ 不 好 ▁, ▁對吧 ▁?
▁did ▁they ▁get ▁ pa id ▁?	▁他們 會 錢 著 ▁? ▁? 會 會 會 會 會 會 會 會 會
▁now ▁how ▁can ▁this ▁help ▁us ▁?	▁我們 ▁, 怎麼 麽 我們 ▁? 我們 我們 我們 我們 我們 我們 我們 我們 我們
▁the ▁value ▁ex tra ctor s ▁?	▁ 價值 取 出 ▁? ▁? 了 了 了 了 了 了 了 了 了
▁yes ▁, ▁that ' s ▁right ▁.	▁是 的 ▁, ▁ 沒 錯 ▁。 ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁, ▁,
▁we ▁have ▁to ▁make ▁jo y ▁.	▁我們 必須 做 喜 悅 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁it ' s ▁simply ▁not ▁enough ▁.	▁ 不 不 不 夠 ▁。
▁why ▁would ▁you ▁look ▁at ▁it ▁?	▁為什麼 為 你 要 看看 它 它 它 它 它 它 它 它 它 它
▁i ▁would ▁not ▁ qui t ▁.	▁我 不會 快速 同 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁this ▁is ▁a ▁big ▁discover y ▁.	▁這是 個 很 發現 的 很 很 很 很 很 很 很 很 很 很
▁human ▁being s ▁are ▁like ▁that ▁.	▁ 人類 是 如此 類 像 像 像 像 像 像 像 像 像 像
▁but ▁we ▁have ▁a ▁few ▁problems ▁.	▁但我們 有 有 了 問題 ▁。
▁here ' s ▁a ▁different ▁shape ▁.	▁這是 個 種 不同的 狀 ▁。
▁that ' s ▁two ▁days ▁ago ▁.	▁ 兩 天 前 的 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁she ▁didn ' t ▁get ▁it ▁.	▁她 沒有 受 得 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁so ▁it ▁wasn ' t ▁everybody ▁.	▁所以 這 每個人都 ▁。 說 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁they ▁don ' t ▁feel ▁different ▁.	▁他們 不 感到 到 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁yes ▁. ▁what ▁if ▁. ▁. ▁.	▁是 ▁。 ▁如果 ...... ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁his ▁story ▁is ▁their ▁story ▁.	▁他 的故事 是 他們 故事 的故事 ▁。 他們 他們 他們 他們 他們 他們 他們 他們
▁ ter ri f ic ▁.	▁ 恐 恐 恐 人 池 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁so ▁what ▁is ▁a ▁city ▁?	▁所以 是什麼 ▁ 是什麼 是 城市 ▁? 城市 城市 城市 城市 城市 城市 城市 城市
▁that ▁stay s ▁with ▁you ▁.	▁ 和 你 繼續 記 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁save ▁our ▁boy s ▁. ▁"	▁我們 拯 男 男 男 ▁。 ▁」 : : : : : : : :
▁and ▁we ▁report ed ▁this ▁.	▁我們 我們 報 報 報 開 了 ▁。 報 報 報 報 報 報 報
▁one ▁, ▁two ▁, ▁three ▁!	▁ 二 、 ▁ 二 、 ▁ 三 、 ▁, ▁, ▁, ▁, ▁, ▁,
▁it ▁has ▁to ▁be ▁air ▁.	▁它 空 空 中 ▁, 要 空 不 ▁。 ▁。 是 是 是 是 是
▁how ▁do ▁you ▁do ▁that ▁?	▁你 怎麼 先 你 ▁你 怎麼 怎麼 多 輯 ▁? ▁? 展 ▁? ▁? ▁? ▁?
▁you ▁can ▁see ▁the ▁difference ▁.	▁你 可以看到 可以看到 差 差 差 者 ▁。 差 可 的 ▁。 差 差
▁and ▁then ▁i ▁did ▁it ▁.	▁然後 做了 這麼做 做 ▁。 做 做 做 做 做 做 做 做 做 做
▁thank ▁you ▁ very ▁much ▁.	▁謝謝 大家
▁thank ▁you ▁ very ▁much ▁.	▁謝謝 大家 ▁。
▁thank ▁you ▁ very ▁much ▁.	▁謝謝 大家 ▁。
▁ bl : ▁thank s ▁.	▁ 大家
▁we ' ll ▁have ▁to ▁.	▁我們 要 要 要 要 要 要 要 要 要 要 要 要 要 要 要
▁thank ▁you ▁ very ▁much ▁.	▁謝謝 大家 ▁。
▁thank ▁you ▁ very ▁much ▁.	▁謝謝 大家 ▁。
▁you ▁can ▁pre v ent ▁.	▁你可以 預 防 ▁。
▁thank ▁you ▁ very ▁much ▁.	▁謝謝 大家 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁thank ▁you ▁ very ▁much ▁.	▁謝謝 大家 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁thank ▁you ▁ very ▁much ▁.	▁謝謝 大家 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁that ' s ▁a ▁challenge ▁.	▁這是 挑戰 挑戰 ▁。 挑戰 挑戰 挑戰 挑戰 挑戰 挑戰 挑戰 挑戰 挑戰 挑戰 挑戰 挑戰
▁i ▁mean ▁, ▁did ▁he ▁?	▁我 的 嗎 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
▁let ' s ▁start ▁here ▁.	▁讓我們 先 這裡 開始 ▁。 開始 開始 開始 開始 開始 開始 開始 開始 開始 開始 開始
▁so ▁what ▁have ▁we ▁got ▁?	▁我們 有 什麼 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
▁we ▁will ▁not ▁be ▁there ▁.	▁我們 不會 有 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁this ▁is ▁sea we ed ▁.	▁這是 海 草 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁2 ▁. ▁ 6 ▁million ▁.	▁ 6 萬 六 萬 萬 萬 萬 萬 萬 萬 萬 萬 萬 萬
▁a ▁little ▁bit ▁fast er ▁.	▁ 稍 快 一點 一點 一點 一點 一點 一點 一點 一點 一點 一點 一點 一點
▁thank ▁you ▁ very ▁much ▁.	▁謝謝 非常 感謝 激
▁or ▁think ▁about ▁medical ▁care ▁.	▁ 想想 ▁ 醫療 醫療 照 護 ▁。 醫療 醫療 醫療 醫療 醫療 醫療 醫療
▁thank ▁you ▁ very ▁much ▁.	▁謝謝 非常 感謝 謝 謝
▁ op t ion ▁one ▁.	▁ 選擇 項 ▁。 方 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁thank ▁you ▁ very ▁much ▁.	▁謝謝 非常 感謝 謝 謝
▁for ▁the ▁next ▁30 ▁days ▁.	▁ 接下來 下 三 30 ▁。 接下來 接下來 接下來 接下來 接下來 接下來 接下來 接下來 接下來 接下來
▁try ▁ changing ▁it ▁again ▁.	▁ 試 試 它 ▁。 它
▁but ▁the ▁little ▁boy s ▁?	▁但 小 孩 ▁? ▁? 男 男 男 男 男 男 男 男 男 男
▁i ▁need ▁to ▁rest ▁. ▁"	▁我 需要 餐 息 ▁。 ▁」 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁i ▁need ▁to ▁do ▁that ▁.	▁我 需要 做 紹 這個 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁so ▁, ▁who ▁am ▁i ▁?	▁所以 ▁, ▁我 是 誰 ▁? 愛 愛 愛 愛 愛 愛 愛 愛 愛
▁i ▁only ▁need ▁two ▁things ▁.	▁我 只 兩 兩 件事 ▁。 需要 需要 需要 需要 需要 需要 需要 需要 需要
▁she ▁wait s ▁for ▁me ▁.	▁她 等 等 我 我 ▁。 等 等 等 等 等 等 等 等 等
▁i ▁know ▁, ▁i ▁know ▁.	▁我 知道 ▁, ▁我 知道 ▁。 知道 知道 知道 知道 知道 知道 知道 知道 知道
▁and ▁we ▁can ▁do ▁better ▁.	▁我們 做 得 更 好 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁ wi ld ly ▁different ▁.	▁ 野 不同的 野 一樣 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁but ▁are ▁they ▁use ful ▁?	▁但 他們 有 在 嗎 ▁? 有 有 有 有 有 有 有 有 有
▁what ▁else ▁have ▁i ▁learned ▁?	▁ 學到 學 什麼 什麼 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
▁ m w : ▁right ▁!	▁ 馬 : : : 對 吧 ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁!
▁both ▁side s ▁are ▁right ▁.	▁ 兩 方 都是 是 是 對 ▁。 是 是 是 是 是 是 是 是
▁so ▁we ▁did ▁exactly ▁that ▁.	▁所以我們 正 我們 確實 做 了 ▁。 了 了 了 了 了 了 了 了
▁but ▁we ▁have ▁something ▁.	▁但我們 我們 我們 我們 我們 我們 我們 我們 我們 我們 我們 我們 我們 我們 我們 我們
▁who ▁would ▁have ▁thought ▁?	▁ 誰 會 過 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
▁that ' s ▁amazing ▁.	▁這 很 棒 了 ▁。 了 了 了 了 了 了 了 了 了 了
▁how ▁about ▁this ▁word ▁?	▁這 字 詞 ▁? ▁? 字 字 字 字 字 字 字 字 字 字
▁to ▁mo ck ▁it ▁.	▁ 牠 笑 它 ▁。 它 它 它 它 它 它 它 它 它 它
▁ ten ▁second s ▁.	▁ 第二 秒 鐘 是 是 是 是 是 是 是 是 是 是 是
▁that ' s ▁right ▁.	▁ 對 對 吧 ▁。
▁but ▁some ▁want ▁war ▁.	▁但 有些 想要 戰爭 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁a w o o ▁!	▁ 噢 ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁!
▁that ' s ▁important ▁.	▁這 很重要 ▁。 很重要 很重要 很重要 很重要 很重要 很重要 很重要 很重要 很重要 很重要 很重要 很重要
▁interesting ▁ sh ot ▁.	▁ 有趣的 是 攝 ▁。 片 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁just ▁be ▁good ▁women ▁.	▁ 只有 得 好 女人 ▁。 好 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁kill s ▁everybody ▁inside ▁.	▁ 每個人都 死 人 ▁。 的 的 人 都
▁this ▁is ▁the ▁sea ▁.	▁這是 是 在 到 動 ▁。 海 底 ▁。
▁everybody ▁get s ▁heard ▁.	▁ 聽 聽 ▁。 人 聽 聽 ▁。 聽 聽 聽 聽 聽 聽 聽
▁but ▁people ▁were ▁coming ▁.	▁但 人們 被 被 來 了 ▁。 人們 人們 人們 人們 人們 人們 人們 人們
▁give ▁us ▁a ▁challenge ▁.	▁ 給 給 我們 我們 挑戰 ▁。 一個 一個 一個 一個 一個 一個 一個 一個
▁i ▁back ed ▁away ▁.	▁我 回 前 ▁, ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁we ▁all ▁have ▁one ▁.	▁我們 都 一個 ▁。 ▁。 色 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁and ▁so ▁i ▁did ▁.	▁我 我 ▁我 做了 做 了 ▁。 了 了 了 了 了 了 了 了
▁i ▁remember ▁this ▁path ▁.	▁我 記得 記得 這個 條 路 ▁。 記得 記得 記得 記得 記得 記得 記得 記得
▁but ▁does ▁it ▁really ▁?	▁但 真的 嗎 嗎 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
▁thank ▁you ▁so ▁much ▁.	▁謝謝 非常 感謝 謝 謝 ▁。
▁and ▁that ▁did ▁happen ▁.	▁ 會 確 是 了 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁business ▁know s ▁this ▁.	▁ 企業 知道 這 點 ▁。 是 是 是 是 是 是 是 是 是
▁we ▁must ▁end ▁that ▁.	▁我們 必須 終 結 ▁。 點 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁are ▁you ▁read y ▁?	▁你 是 好 嗎 嗎 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
▁audience : ▁yea h ▁!	▁ 觀眾 : 是 啊 ▁! 啊 啊 啊 啊 啊 啊 啊 啊 啊
▁ quite ▁a ▁few ▁.	▁ 很 少 少 了 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁you ▁are ▁move d ▁.	▁你 移動 動 動 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁but ▁help ▁was ▁coming ▁.	▁但 幫助 援 ▁。 了 ▁。
▁there ▁they ▁are ▁today ▁.	▁ ▁, 現在 今天 兒 有 有 有 有 有 有 有 有 有 有 有
▁he ▁was ▁right ▁.	▁他 是 錯 過 ▁。 了 了 了 了 了 了 了 了 了 了 了
▁da vi d ▁.	▁ 丹 衛 . 丹 丹 丹 丹 丹 丹 丹 丹 丹 丹 丹
▁what ▁the ▁f ▁?	▁ 什麼 什麼 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
▁after ▁one ▁week ▁.	▁ 一 週 之後 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁i ▁went ▁home ▁.	▁我 回 家 ▁。 回 回 回 回 回 回 回 回 回 回 回 回
▁of ▁course ▁not ▁.	▁當然 ▁, ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁so ▁can ▁you ▁.	▁所以 能 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁or ▁maybe ▁not ▁.	▁ 不是 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁but ▁she ▁knew ▁.	▁但 她 知道 ▁。
▁he ll o ▁!	▁ 嘿 囉 ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁!
▁it ▁is ▁amazing ▁.	▁ 很 棒 了 ▁。 很 ▁。 很 ▁。 了 了 了 了 了
▁what ▁about ▁five ▁?	▁ 五 個 ▁? ▁? 五 是什麼 了 是什麼 是什麼 是什麼 是什麼 是什麼 是什麼
▁a ▁real ▁school ▁.	▁ 學校 所 學校 學校 學校 ▁。 學校 學校 學校 學校 學校 學校 學校 學校
▁are ▁we ▁good ▁?	▁我們 嗎 嗎 ▁? 嗎 嗎 嗎 嗎 嗎 嗎 嗎 嗎 嗎 嗎
▁wait ▁a ▁second ▁.	▁ 等 後 一下 ▁。 一 一 一 一 一 一 一 一 一 一
▁but ▁, ▁yes ▁.	▁但 ▁, ▁是 的 ▁。 沒 沒 沒 沒 沒 沒 沒 沒 沒 沒
▁these ▁are ▁real ▁!	▁這些 是 真 真的 真的 ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁! ▁!
▁red ▁circ le ▁.	▁ 紅 色 圈 ▁。 紅 紅 紅 紅 紅 紅 紅 紅 紅 紅
▁where ▁are ▁we ▁?	▁我們 在 哪 裡 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
▁think ▁about ▁it ▁.	▁ 想想 ▁。 它 它 它 它 它 它 它 它 它 它 它
▁there ▁we ▁go ▁!	▁我們 去 去 ▁! 去 去 去 去 去 去 去 去 去 去 去
▁thank ▁you ▁.	▁謝謝 大家
▁thank ▁you ▁.	▁謝謝 大家
▁thank ▁you ▁.	▁謝謝 大家 ▁。
▁thank ▁you ▁.	▁謝謝 大家
▁thank ▁you ▁.	▁謝謝 大家 ▁。
▁three ▁times ▁?	▁ 三 次 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
▁but ▁how ▁?	▁但 呢 ▁ 如何 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
▁no ▁matter ▁.	▁ 不 不 關係 ▁。 不 不 不 不 不 不 不 不 不 不
▁got ▁it ▁?	▁ 會 嗎 嗎 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
▁day ▁three ▁.	▁ 三 天 ▁。 是 是 是 是 是 是 是 是 是 是 是
▁thank ▁you ▁.	▁謝謝 大家 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁men ▁only ▁.	▁ 只有 男人 ▁。 男性 男性 男性 男性 男性 男性 男性 男性 男性 男性 男性 男性
▁we ▁start ▁.	▁我們 開始 ▁。 開始 開始 開始 開始 開始 開始 開始 開始 開始 開始 開始 開始
▁thank ▁you ▁.	▁謝謝 大家 ▁。
▁thank ▁you ▁.	▁謝謝 大家
▁thank ▁you ▁.	▁謝謝 大家 ▁。
▁thank ▁you ▁.	▁謝謝 大家
▁thank ▁you ▁.	▁謝謝 大家
▁thank ▁you ▁.	▁謝謝 大家
▁thank ▁you ▁.	▁謝謝 大家
▁ ok ▁.	▁好 ▁。 沒 沒 沒 沒 沒 沒 沒 沒 沒 沒 沒 沒 沒
▁thank ▁you ▁.	▁謝謝 大家
▁thank ▁you ▁.	▁謝謝 大家
▁thank ▁you ▁.	▁謝謝 大家
▁no ▁.	▁ 不 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁no ▁.	▁ 不 ▁。 不 不 不 不 不 不 不 不 不 不 不 不
▁home ▁.	▁ 家 ▁。 家 家 家 家 家 家 家 家 家 家 家 家
▁no ▁.	▁ 不 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。 ▁。
▁why ▁?	▁為什麼 ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁? ▁?
▁let ' s ▁take ▁po ll ut ion ▁.	▁讓我們 咱 污 染 的 ▁。 ▁, 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們 讓我們
▁we ▁ha r b or ▁ bi as ▁.	▁我們 討 孕 偏 見 ▁。 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏 偏
▁he ▁was ▁not ▁a ▁school te ach er ▁.	▁他 不是 學 ▁。 學 學 學 學 學 學 學 學 學 學 學 學 學 學 學 學 學 學 學 學 學 學 學 學 學 學 學 學
▁ ok ▁, ▁thank ▁you ▁ very ▁much ▁.	▁好 非常 聲 ▁, 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常
▁imagine ▁that ▁was ▁la ke ▁ hu ron ▁.	▁ 想像 閒 · ▁。 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的 的
